cmi_c13_mean,cmi_c13_std,cmi_c13_min,cmi_c13_max,cmi_c15_mean,cmi_c15_std,cmi_c15_min,cmi_c15_max,cmi_c16_mean,cmi_c16_std,cmi_c16_min,cmi_c16_max,btd_13_15,btd_13_16,btd_15_16,timestamp,timestamp_local,time_10min
274.54779052734375,4.017947196960449,265.8681335449219,279.8180236816406,269.9944152832031,5.665364742279053,258.1346435546875,278.2066345214844,257.4114074707031,4.534241199493408,248.47056579589844,264.2789611816406,4.553375244140625,17.136383056640625,12.5830078125,2026-05-10 03:25:08.439849984,2026-05-09 22:25:08.439849984-05:00,2026-05-09 22:20:00-05:00
276.2684631347656,2.8698811531066895,269.73968505859375,280.12530517578125,272.7651672363281,4.326228618621826,263.19732666015625,278.44488525390625,259.8746643066406,3.668001174926758,251.8856201171875,264.3891296386719,3.5032958984375,16.393798828125,12.8905029296875,2026-05-10 03:35:08.415040000,2026-05-09 22:35:08.415040-05:00,2026-05-09 22:30:00-05:00
277.66961669921875,2.1328799724578857,272.62799072265625,280.6783752441406,275.3096008300781,2.688293933868408,268.43865966796875,278.44488525390625,262.1352233886719,2.2413177490234375,255.63116455078125,264.3891296386719,2.360015869140625,15.534393310546875,13.17437744140625,2026-05-10 03:45:08.178290944,2026-05-09 22:45:08.178290944-05:00,2026-05-09 22:40:00-05:00
278.5766906738281,2.054633855819702,273.7341613769531,281.72308349609375,276.7128601074219,1.704641580581665,272.72705078125,279.15960693359375,263.3271484375,1.0047825574874878,260.97406005859375,264.4992980957031,1.86383056640625,15.249542236328125,13.385711669921875,2026-05-10 03:55:08.132724992,2026-05-09 22:55:08.132724992-05:00,2026-05-09 22:50:00-05:00
278.7806701660156,2.1434648036956787,273.7341613769531,281.66162109375,277.04400634765625,1.8604432344436646,272.6079406738281,279.27874755859375,263.59375,1.010512351989746,261.2494812011719,264.77471923828125,1.736663818359375,15.186920166015625,13.45025634765625,2026-05-10 04:05:08.428599040,2026-05-09 23:05:08.428599040-05:00,2026-05-09 23:00:00-05:00
278.82000732421875,2.1732094287872314,273.6726989746094,281.5387268066406,277.16552734375,1.884089708328247,272.31011962890625,279.21917724609375,263.7127380371094,1.0116451978683472,260.97406005859375,264.66455078125,1.65447998046875,15.107269287109375,13.452789306640625,2026-05-10 04:15:08.147272960,2026-05-09 23:15:08.147272960-05:00,2026-05-09 23:10:00-05:00
278.8446350097656,2.1491949558258057,273.79559326171875,281.7845458984375,277.27752685546875,1.7753543853759766,272.9057312011719,279.5765380859375,263.8118896484375,0.9431787133216858,261.46978759765625,265.05010986328125,1.567108154296875,15.032745361328125,13.46563720703125,2026-05-10 04:25:08.122040064,2026-05-09 23:25:08.122040064-05:00,2026-05-09 23:20:00-05:00
278.6233825683594,2.202127695083618,273.48834228515625,281.5387268066406,277.1250305175781,1.8313510417938232,272.8461608886719,279.5765380859375,263.5893249511719,1.065011978149414,260.808837890625,264.8848571777344,1.49835205078125,15.0340576171875,13.53570556640625,2026-05-10 04:35:08.122112000,2026-05-09 23:35:08.122112-05:00,2026-05-09 23:30:00-05:00
278.2939758300781,2.251777172088623,272.93524169921875,281.5387268066406,276.7366943359375,1.879380226135254,272.42926025390625,279.3978576660156,263.3381652832031,1.0420700311660767,261.084228515625,264.77471923828125,1.557281494140625,14.955810546875,13.398529052734375,2026-05-10 04:45:08.153453952,2026-05-09 23:45:08.153453952-05:00,2026-05-09 23:40:00-05:00
277.8392333984375,2.1890504360198975,272.62799072265625,281.1700134277344,275.31915283203125,2.2232797145843506,271.297607421875,278.7427062988281,262.26739501953125,1.4642243385314941,259.21148681640625,264.3891296386719,2.52008056640625,15.57183837890625,13.0517578125,2026-05-10 04:55:08.453696000,2026-05-09 23:55:08.453696-05:00,2026-05-09 23:50:00-05:00
276.600341796875,2.558516025543213,272.0749206542969,280.80126953125,271.1070251464844,4.533105850219727,265.2819519042969,278.2662048339844,258.9602966308594,3.2401485443115234,254.1990509033203,263.7281494140625,5.493316650390625,17.640045166015625,12.146728515625,2026-05-10 05:05:07.845864064,2026-05-10 00:05:07.845864064-05:00,2026-05-10 00:00:00-05:00
275.8653564453125,2.397892713546753,270.6614685058594,279.69512939453125,268.6888427734375,3.6003530025482178,263.3164367675781,276.0028991699219,257.0830993652344,2.3802297115325928,254.1990509033203,262.40618896484375,7.176513671875,18.782257080078125,11.605743408203125,2026-05-10 05:15:08.408956032,2026-05-10 00:15:08.408956032-05:00,2026-05-10 00:10:00-05:00
275.8604431152344,2.336130380630493,270.7229309082031,278.466064453125,269.9110107421875,3.1479034423828125,264.62677001953125,276.0624694824219,258.1054382324219,2.021481513977051,255.19052124023438,262.5714416503906,5.949432373046875,17.7550048828125,11.805572509765625,2026-05-10 05:25:08.436887936,2026-05-10 00:25:08.436887936-05:00,2026-05-10 00:20:00-05:00
275.9784240722656,2.1629562377929688,271.0916442871094,279.6336669921875,271.9670715332031,2.801983118057251,267.5452575683594,277.1941223144531,259.7490539550781,1.9698140621185303,256.84295654296875,263.0671691894531,4.0113525390625,16.2293701171875,12.218017578125,2026-05-10 05:35:08.457056000,2026-05-10 00:35:08.457056-05:00,2026-05-10 00:30:00-05:00
275.4843444824219,2.8648130893707275,269.8625793457031,279.8180236816406,273.0177001953125,3.1097495555877686,267.3665771484375,277.6110534667969,260.7625732421875,2.015812635421753,257.28363037109375,263.61798095703125,2.466644287109375,14.721771240234375,12.255126953125,2026-05-10 05:45:07.844702976,2026-05-10 00:45:07.844702976-05:00,2026-05-10 00:40:00-05:00
274.47406005859375,2.6705269813537598,270.2927551269531,279.4493103027344,272.4006652832031,2.3259623050689697,268.200439453125,277.372802734375,260.4254455566406,1.4516887664794922,257.3937683105469,263.61798095703125,2.073394775390625,14.048614501953125,11.9752197265625,2026-05-10 05:55:08.492153088,2026-05-10 00:55:08.492153088-05:00,2026-05-10 00:50:00-05:00
266.8218688964844,10.350171089172363,247.92376708984375,278.7118835449219,264.3908996582031,10.938371658325195,244.13784790039062,276.3602600097656,254.3929443359375,8.479083061218262,238.17031860351562,262.95703125,2.43096923828125,12.428924560546875,9.997955322265625,2026-05-10 06:05:08.177800960,2026-05-10 01:05:08.177800960-05:00,2026-05-10 01:00:00-05:00
258.87225341796875,12.22534465789795,243.19186401367188,278.2817077636719,256.0643310546875,12.64297866821289,239.8494873046875,275.82421875,247.7258758544922,9.981295585632324,235.25100708007812,262.6816101074219,2.80792236328125,11.146377563476562,8.338455200195312,2026-05-10 06:15:08.157660928,2026-05-10 01:15:08.157660928-05:00,2026-05-10 01:10:00-05:00
259.9390869140625,4.8102569580078125,251.54949951171875,271.2145690917969,256.80047607421875,5.106217861175537,247.5328369140625,268.3195495605469,248.11363220214844,4.121045112609863,240.48374938964844,257.0082092285156,3.13861083984375,11.825454711914062,8.686843872070312,2026-05-10 06:25:07.853554048,2026-05-10 01:25:07.853554048-05:00,2026-05-10 01:20:00-05:00
267.773193359375,5.689527988433838,253.208740234375,274.77886962890625,264.8316650390625,5.987215042114258,249.91525268554688,272.2505798339844,254.21226501464844,4.836327075958252,241.75062561035156,260.3131103515625,2.9415283203125,13.560928344726562,10.619400024414062,2026-05-10 06:35:07.859092992,2026-05-10 01:35:07.859092992-05:00,2026-05-10 01:30:00-05:00
274.955810546875,4.6380391120910645,262.36529541015625,279.5107727050781,272.6913146972656,4.737147331237793,259.6236572265625,276.5389404296875,260.0751647949219,3.6706197261810303,250.12301635742188,262.95703125,2.264495849609375,14.880645751953125,12.61614990234375,2026-05-10 06:45:08.437753984,2026-05-10 01:45:08.437753984-05:00,2026-05-10 01:40:00-05:00
277.6917419433594,1.743367075920105,273.5498046875,279.7565612792969,275.7837219238281,1.4443418979644775,272.1910095214844,277.73016357421875,262.6617736816406,0.7971253395080566,260.808837890625,263.8934020996094,1.90802001953125,15.02996826171875,13.1219482421875,2026-05-10 06:55:07.857553024,2026-05-10 01:55:07.857553024-05:00,2026-05-10 01:50:00-05:00
277.6327209472656,1.695850133895874,273.6726989746094,280.0638427734375,275.9480895996094,1.387335181236267,272.9057312011719,278.0875244140625,262.89971923828125,0.786333441734314,261.2494812011719,264.11370849609375,1.68463134765625,14.733001708984375,13.048370361328125,2026-05-10 07:05:08.147723008,2026-05-10 02:05:08.147723008-05:00,2026-05-10 02:00:00-05:00
277.2959899902344,2.0016424655914307,273.36541748046875,280.37109375,275.7098693847656,1.7332839965820312,272.2505798339844,278.0875244140625,262.7719421386719,1.0034992694854736,259.8724365234375,264.11370849609375,1.58612060546875,14.5240478515625,12.93792724609375,2026-05-10 07:15:08.185521024,2026-05-10 02:15:08.185521024-05:00,2026-05-10 02:10:00-05:00
275.9342041015625,2.815396308898926,269.4324035644531,279.8180236816406,274.2637023925781,2.9154865741729736,266.53271484375,277.67059326171875,261.6835021972656,2.2576358318328857,254.6396942138672,263.8934020996094,1.670501708984375,14.250701904296875,12.5802001953125,2026-05-10 07:25:08.458904064,2026-05-10 02:25:08.458904064-05:00,2026-05-10 02:20:00-05:00
275.5704040527344,2.049804210662842,270.2313232421875,278.2817077636719,273.91827392578125,1.9590309858322144,269.33209228515625,276.3006896972656,261.50506591796875,1.4227585792541504,258.38525390625,262.95703125,1.652130126953125,14.065338134765625,12.4132080078125,2026-05-10 07:35:07.861163008,2026-05-10 02:35:07.861163008-05:00,2026-05-10 02:30:00-05:00
274.7223205566406,2.675581455230713,271.46038818359375,279.0805969238281,273.47515869140625,2.0891594886779785,270.88067626953125,276.8367614746094,261.4830322265625,1.0745582580566406,260.1478576660156,263.232421875,1.247161865234375,13.239288330078125,11.99212646484375,2026-05-10 07:45:08.145053952,2026-05-10 02:45:08.145053952-05:00,2026-05-10 02:40:00-05:00
274.4814147949219,3.005901336669922,270.90728759765625,279.69512939453125,273.28216552734375,2.5340018272399902,270.1659240722656,277.78973388671875,261.3750915527344,1.4552823305130005,259.5970458984375,263.8934020996094,1.199249267578125,13.1063232421875,11.907073974609375,2026-05-10 07:55:08.461343104,2026-05-10 02:55:08.461343104-05:00,2026-05-10 02:50:00-05:00
274.5084533691406,2.6105425357818604,271.33746337890625,279.57220458984375,273.36553955078125,2.224578857421875,270.7019958496094,277.73016357421875,261.5645446777344,1.3231918811798096,260.1478576660156,264.11370849609375,1.142913818359375,12.94390869140625,11.800994873046875,2026-05-10 08:05:08.168412032,2026-05-10 03:05:08.168412032-05:00,2026-05-10 03:00:00-05:00
276.14556884765625,2.120793342590332,271.9519958496094,279.5107727050781,274.76641845703125,1.799742579460144,271.178466796875,277.9088439941406,262.3951721191406,0.9578514099121094,260.69866943359375,264.11370849609375,1.379150390625,13.750396728515625,12.371246337890625,2026-05-10 08:15:08.465672064,2026-05-10 03:15:08.465672064-05:00,2026-05-10 03:10:00-05:00
275.599853515625,2.17956805229187,272.4436340332031,279.2034912109375,274.3209228515625,1.8064322471618652,271.4762878417969,277.372802734375,262.1131896972656,0.9469838738441467,260.3131103515625,263.7281494140625,1.2789306640625,13.486663818359375,12.207733154296875,2026-05-10 08:25:08.454400000,2026-05-10 03:25:08.454400-05:00,2026-05-10 03:20:00-05:00
274.2847595214844,2.314922571182251,271.03021240234375,278.5889587402344,273.08203125,1.8800479173660278,270.1659240722656,276.7176208496094,261.3221740722656,0.9667691588401794,259.48687744140625,263.34259033203125,1.202728271484375,12.96258544921875,11.759857177734375,2026-05-10 08:35:08.496595072,2026-05-10 03:35:08.496595072-05:00,2026-05-10 03:30:00-05:00
273.07781982421875,1.7998732328414917,269.30950927734375,276.25372314453125,271.6978454589844,1.4621917009353638,268.55780029296875,274.57342529296875,260.2271728515625,1.0138684511184692,257.83441162109375,262.2960205078125,1.379974365234375,12.85064697265625,11.470672607421875,2026-05-10 08:45:07.870286976,2026-05-10 03:45:07.870286976-05:00,2026-05-10 03:40:00-05:00
271.7553405761719,2.306130886077881,267.71173095703125,276.315185546875,270.33270263671875,2.0020267963409424,266.7113952636719,274.335205078125,259.2423095703125,1.2580896615982056,256.7327880859375,261.63507080078125,1.422637939453125,12.513031005859375,11.09039306640625,2026-05-10 08:55:08.162081024,2026-05-10 03:55:08.162081024-05:00,2026-05-10 03:50:00-05:00
271.900390625,2.296525716781616,269.4324035644531,276.9911804199219,270.8187255859375,1.8757357597351074,268.6769104003906,274.7521057128906,259.74908447265625,1.1219652891159058,258.2200012207031,262.18585205078125,1.0816650390625,12.15130615234375,11.06964111328125,2026-05-10 09:05:08.419548928,2026-05-10 04:05:08.419548928-05:00,2026-05-10 04:00:00-05:00
272.36004638671875,2.313053607940674,270.2313232421875,277.9129638671875,271.51678466796875,1.8283288478851318,269.8085632324219,276.18157958984375,260.4166564941406,1.0051255226135254,259.3216247558594,263.0671691894531,0.84326171875,11.943389892578125,11.100128173828125,2026-05-10 09:15:08.386322048,2026-05-10 04:15:08.386322048-05:00,2026-05-10 04:10:00-05:00
272.4288635253906,1.7204527854919434,270.2313232421875,276.315185546875,271.6788024902344,1.2742104530334473,270.1659240722656,274.8116760253906,260.5796813964844,0.6989389061927795,259.76226806640625,262.2960205078125,0.75006103515625,11.84918212890625,11.09912109375,2026-05-10 09:25:08.708768000,2026-05-10 04:25:08.708768-05:00,2026-05-10 04:20:00-05:00
272.7041931152344,2.156813621520996,270.60003662109375,278.5889587402344,271.99566650390625,1.6605868339538574,270.3446350097656,276.5389404296875,260.817626953125,0.8846973180770874,259.8724365234375,263.34259033203125,0.708526611328125,11.886566162109375,11.17803955078125,2026-05-10 09:35:08.713593984,2026-05-10 04:35:08.713593984-05:00,2026-05-10 04:30:00-05:00
272.6058654785156,1.7273409366607666,271.2145690917969,277.2984313964844,271.928955078125,1.3389405012130737,270.76153564453125,275.6455383300781,260.83746337890625,0.7280948162078857,260.0376892089844,262.95703125,0.676910400390625,11.768402099609375,11.09149169921875,2026-05-10 09:45:08.694349056,2026-05-10 04:45:08.694349056-05:00,2026-05-10 04:40:00-05:00
273.6432189941406,1.4074926376342773,271.2760314941406,277.7286071777344,272.6984558105469,1.1564134359359741,270.82110595703125,276.0028991699219,261.2120361328125,0.6696801781654358,260.3131103515625,263.232421875,0.94476318359375,12.431182861328125,11.486419677734375,2026-05-10 09:55:08.709260928,2026-05-10 04:55:08.709260928-05:00,2026-05-10 04:50:00-05:00
274.451904296875,1.9655590057373047,271.2760314941406,278.5274963378906,273.3321838378906,1.5429503917694092,271.0593566894531,276.5389404296875,261.5381164550781,0.8796891570091248,260.3131103515625,263.232421875,1.119720458984375,12.913787841796875,11.7940673828125,2026-05-10 10:05:08.102439936,2026-05-10 05:05:08.102439936-05:00,2026-05-10 05:00:00-05:00
275.1156005859375,2.3915467262268066,271.1531066894531,279.0191345214844,273.87774658203125,1.8674145936965942,270.88067626953125,277.1345520019531,261.82672119140625,1.034374713897705,260.1478576660156,263.61798095703125,1.23785400390625,13.28887939453125,12.051025390625,2026-05-10 10:15:08.685006976,2026-05-10 05:15:08.685006976-05:00,2026-05-10 05:10:00-05:00
275.1820068359375,2.0818119049072266,271.89056396484375,278.7733154296875,274.0278625488281,1.6155524253845215,271.53582763671875,277.0749816894531,261.99639892578125,0.8214501738548279,260.69866943359375,263.61798095703125,1.154144287109375,13.18560791015625,12.031463623046875,2026-05-10 10:25:08.689689984,2026-05-10 05:25:08.689689984-05:00,2026-05-10 05:20:00-05:00
276.4331970214844,1.8772093057632446,272.3821716308594,279.0805969238281,275.1094970703125,1.5075379610061646,271.9527587890625,277.1941223144531,262.58026123046875,0.801496684551239,261.084228515625,263.7281494140625,1.323699951171875,13.852935791015625,12.52923583984375,2026-05-10 10:35:08.723016960,2026-05-10 05:35:08.723016960-05:00,2026-05-10 05:30:00-05:00
276.61016845703125,1.9565740823745728,272.3821716308594,279.26495361328125,275.3024597167969,1.611824631690979,272.0123291015625,277.5514831542969,262.69482421875,0.9076653122901917,260.97406005859375,263.8934020996094,1.307708740234375,13.91534423828125,12.607635498046875,2026-05-10 10:45:08.107869952,2026-05-10 05:45:08.107869952-05:00,2026-05-10 05:40:00-05:00
276.1750793457031,1.8779817819595337,272.1363525390625,278.83477783203125,274.7473449707031,1.521957516670227,271.9527587890625,277.1941223144531,262.2387390136719,0.9059521555900574,260.5334167480469,263.7281494140625,1.427734375,13.93634033203125,12.50860595703125,2026-05-10 10:55:08.422739072,2026-05-10 05:55:08.422739072-05:00,2026-05-10 05:50:00-05:00
276.2586364746094,2.3273777961730957,271.2760314941406,280.00238037109375,274.58294677734375,2.024624824523926,270.6424255371094,277.6110534667969,261.9457092285156,1.2428314685821533,259.48687744140625,263.7281494140625,1.675689697265625,14.31292724609375,12.637237548828125,2026-05-10 11:05:08.403529984,2026-05-10 06:05:08.403529984-05:00,2026-05-10 06:00:00-05:00
276.0767517089844,1.3506653308868408,272.3821716308594,278.0973205566406,274.3018493652344,1.0239030122756958,271.59539794921875,276.18157958984375,261.60858154296875,0.5993755459785461,260.42327880859375,262.6816101074219,1.77490234375,14.468170166015625,12.693267822265625,2026-05-10 11:15:08.715805952,2026-05-10 06:15:08.715805952-05:00,2026-05-10 06:10:00-05:00
274.95831298828125,2.7274138927459717,270.2313232421875,279.326416015625,273.4727478027344,2.4437172412872314,269.21295166015625,277.1941223144531,261.3133850097656,1.578271508216858,258.49542236328125,263.61798095703125,1.485565185546875,13.644927978515625,12.15936279296875,2026-05-10 11:25:08.711173120,2026-05-10 06:25:08.711173120-05:00,2026-05-10 06:20:00-05:00
275.42779541015625,2.070753335952759,271.9519958496094,279.0805969238281,273.93255615234375,1.72847580909729,271.178466796875,277.253662109375,261.712158203125,0.9853271245956421,260.1478576660156,263.61798095703125,1.4952392578125,13.71563720703125,12.22039794921875,2026-05-10 11:35:08.110488960,2026-05-10 06:35:08.110488960-05:00,2026-05-10 06:30:00-05:00
275.94647216796875,1.880994200706482,272.5665283203125,279.0805969238281,274.4185791015625,1.5766443014144897,271.4167175292969,276.8367614746094,262.0580749511719,0.8964197039604187,260.42327880859375,263.34259033203125,1.52789306640625,13.888397216796875,12.360504150390625,2026-05-10 11:45:08.118187008,2026-05-10 06:45:08.118187008-05:00,2026-05-10 06:40:00-05:00
275.71295166015625,2.064976692199707,272.3821716308594,279.26495361328125,274.25421142578125,1.7661303281784058,271.53582763671875,277.313232421875,261.9655456542969,1.0213723182678223,260.42327880859375,263.61798095703125,1.458740234375,13.747406005859375,12.288665771484375,2026-05-10 11:55:08.402477952,2026-05-10 06:55:08.402477952-05:00,2026-05-10 06:50:00-05:00
275.23358154296875,2.3447790145874023,270.6614685058594,279.0191345214844,273.8372802734375,1.9403941631317139,270.2850646972656,277.0749816894531,261.73419189453125,1.0675040483474731,259.8724365234375,263.34259033203125,1.39630126953125,13.4993896484375,12.10308837890625,2026-05-10 12:05:08.431668096,2026-05-10 07:05:08.431668096-05:00,2026-05-10 07:00:00-05:00
274.7640686035156,2.355086326599121,270.7229309082031,278.3431396484375,273.4012756347656,1.8537644147872925,270.4637451171875,276.8367614746094,261.4698181152344,1.0257607698440552,259.8724365234375,263.4527587890625,1.36279296875,13.29425048828125,11.93145751953125,2026-05-10 12:15:08.117577984,2026-05-10 07:15:08.117577984-05:00,2026-05-10 07:10:00-05:00
274.37078857421875,2.270075559616089,270.2927551269531,279.26495361328125,273.02008056640625,1.9050483703613281,269.689453125,277.313232421875,261.1789855957031,1.0429493188858032,259.3216247558594,263.7281494140625,1.3507080078125,13.191802978515625,11.841094970703125,2026-05-10 12:25:08.434872064,2026-05-10 07:25:08.434872064-05:00,2026-05-10 07:20:00-05:00
276.1332702636719,2.568455457687378,271.03021240234375,280.00238037109375,274.33758544921875,2.1301462650299072,270.04681396484375,277.5514831542969,261.8069152832031,1.230709195137024,259.3216247558594,263.61798095703125,1.795684814453125,14.32635498046875,12.530670166015625,2026-05-10 12:35:08.404438016,2026-05-10 07:35:08.404438016-05:00,2026-05-10 07:30:00-05:00
276.77239990234375,2.729801654815674,271.89056396484375,281.4772644042969,274.7283020019531,2.346242666244507,270.4637451171875,278.92138671875,261.8950500488281,1.3546478748321533,259.48687744140625,264.3891296386719,2.044097900390625,14.877349853515625,12.833251953125,2026-05-10 12:45:08.122417024,2026-05-10 07:45:08.122417024-05:00,2026-05-10 07:40:00-05:00
276.1922912597656,3.2683005332946777,269.67822265625,281.1700134277344,274.2303771972656,2.7684578895568848,269.0342712402344,278.6831359863281,261.5843811035156,1.5631468296051025,258.77081298828125,264.2789611816406,1.9619140625,14.60791015625,12.64599609375,2026-05-10 12:55:08.707510016,2026-05-10 07:55:08.707510016-05:00,2026-05-10 07:50:00-05:00
276.4085998535156,3.6442248821258545,269.67822265625,281.4772644042969,274.3280334472656,3.0480425357818604,268.8555908203125,278.6831359863281,261.53369140625,1.719225287437439,258.38525390625,264.11370849609375,2.08056640625,14.874908447265625,12.794342041015625,2026-05-10 13:05:08.421137024,2026-05-10 08:05:08.421137024-05:00,2026-05-10 08:00:00-05:00
277.2197570800781,2.9015111923217773,270.6614685058594,280.9241943359375,274.8164367675781,2.448460340499878,269.3916320800781,277.6110534667969,261.7738342285156,1.3590861558914185,258.9360656738281,263.34259033203125,2.4033203125,15.4459228515625,13.0426025390625,2026-05-10 13:15:08.437019904,2026-05-10 08:15:08.437019904-05:00,2026-05-10 08:10:00-05:00
277.13128662109375,2.732099771499634,271.5832824707031,281.0470886230469,274.69732666015625,2.3623318672180176,270.2254943847656,278.1470947265625,261.70556640625,1.37050461769104,259.48687744140625,263.61798095703125,2.4339599609375,15.42572021484375,12.99176025390625,2026-05-10 13:25:08.710985984,2026-05-10 08:25:08.710985984-05:00,2026-05-10 08:20:00-05:00
277.2074890136719,2.879699230194092,271.33746337890625,281.7845458984375,274.3804626464844,2.275085687637329,269.98724365234375,277.9684143066406,261.35302734375,1.1642255783081055,259.04620361328125,262.95703125,2.8270263671875,15.854461669921875,13.027435302734375,2026-05-10 13:35:08.720612096,2026-05-10 08:35:08.720612096-05:00,2026-05-10 08:30:00-05:00
274.92144775390625,3.441725254058838,268.9407958984375,279.0805969238281,271.8574523925781,2.76521372795105,267.3665771484375,276.24114990234375,259.46923828125,1.4557971954345703,257.11834716796875,262.2960205078125,3.063995361328125,15.45220947265625,12.388214111328125,2026-05-10 13:45:08.754593024,2026-05-10 08:45:08.754593024-05:00,2026-05-10 08:40:00-05:00
275.78668212890625,3.642848491668701,268.6949768066406,281.0470886230469,273.2726135253906,3.241058588027954,267.06878662109375,277.6110534667969,260.7317199707031,2.084444522857666,256.7327880859375,263.4527587890625,2.514068603515625,15.054962158203125,12.5408935546875,2026-05-10 13:55:08.426221952,2026-05-10 08:55:08.426221952-05:00,2026-05-10 08:50:00-05:00
279.4173278808594,3.1540424823760986,271.9519958496094,284.4884948730469,276.3745422363281,2.563262462615967,270.2254943847656,280.5295104980469,262.5031433105469,1.3746380805969238,259.3216247558594,264.66455078125,3.04278564453125,16.9141845703125,13.87139892578125,2026-05-10 14:05:08.734071040,2026-05-10 09:05:08.734071040-05:00,2026-05-10 09:00:00-05:00
278.5840759277344,3.362386703491211,270.7229309082031,282.8292541503906,275.7884521484375,2.816164970397949,269.21295166015625,278.86181640625,262.31585693359375,1.5997430086135864,258.77081298828125,264.2789611816406,2.795623779296875,16.268218994140625,13.47259521484375,2026-05-10 14:15:08.731883008,2026-05-10 09:15:08.731883008-05:00,2026-05-10 09:10:00-05:00
279.110107421875,3.3789756298065186,271.46038818359375,283.1979675292969,276.30548095703125,2.726447582244873,270.3446350097656,279.21917724609375,262.697021484375,1.4853283166885376,259.3216247558594,264.4992980957031,2.80462646484375,16.4130859375,13.60845947265625,2026-05-10 14:25:08.694080000,2026-05-10 09:25:08.694080-05:00,2026-05-10 09:20:00-05:00
281.5067443847656,3.4733333587646484,274.0414123535156,286.76226806640625,278.4615478515625,2.629460573196411,272.72705078125,282.6141357421875,263.97930908203125,1.1962776184082031,261.46978759765625,265.82122802734375,3.045196533203125,17.527435302734375,14.48223876953125,2026-05-10 14:35:08.134748032,2026-05-10 09:35:08.134748032-05:00,2026-05-10 09:30:00-05:00
